対象県（富山/石川/福井）,アンケート回答日,居住都道府県,性別,年代,職業,世帯年収,同伴者,宿泊数（全行程）,宿泊エリア（県外）,宿泊エリア（県内）,宿泊数（県内）,１泊目　宿泊先,１泊目　食事プラン,２泊目　宿泊先,２泊目　食事プラン,３泊目　宿泊先,３泊目　食事プラン,４泊目　宿泊先,４泊目　食事プラン,交通手段１（目的地まで）,自家用車,レンタカー,新幹線,在来線,飛行機,旅行会社ツアーバス,県外から訪れていない（福井県在住）,交通手段２（目的地から）,タクシー,路線バス,徒歩,レンタサイクル,交通の満足度,交通の満足度の理由,来県回数（観光）,エリアへの訪問回数,施設への訪問回数,目的,宿でのんびり過ごす,温泉や露天風呂,地元の美味しいものを食べる,花見や紅葉などの自然鑑賞,名所、旧跡の観光,テーマパーク（遊園地、動物園、博物館など）,買い物、アウトレット,お祭りやイベントへの参加・見物,スポーツ観戦や芸能鑑賞（コンサート等）,アウトドア（海水浴、釣り、登山など）,まちあるき、都市散策,各種体験（手作り、果物狩りなど）,スキー・スノボ、マリンスポーツ,その他スポーツ（ゴルフ、テニスなど）,ドライブ・ツーリング,友人・親戚を尋ねる,出張など仕事関係,その他の目的,情報源,Facebook,Google,Googleマップ,Instagram,TikTok,X（旧Twitter）,YouTube,SNS広告,ブログ,まとめサイト,インターネット・アプリ,デジタルニュース,宿泊予約Webサイト,宿泊施設,TV・ラジオ番組やCM,ラブライブのスタンプラリー,新聞・雑誌・ガイドブック,旅行会社,友人・知人,地元の人,観光パンフレット・ポスター,観光案内所,観光展・物産展,観光連盟やDMOのHP,その他,他を検討した？,どこと比較した？（県）,どこと比較した？（観光地）,交通費,飲食費,宿泊費,買い物費,施設orエリア消費総額,観光費,訪問場所,寿司,ます寿司,海の幸食べたか,海の幸感動,満足度（食べ物・料理）,満足度（宿泊施設）,満足度（買い物（工芸品・特産品など））,満足度（観光・体験）,満足度（旅行全体）,満足度（商品・サービス）,満足度理由(サービス),満足度理由,不便に感じたこと・困ったこと,最も幸せを感じた食べ物,最も幸せを感じた観光・体験,おすすめ度,再訪意向,自由意見,回答場所,個人情報保護の方針について,アンケート前に訪れた主な場所（施設やスポット名称、エリアなど）,上記名称リストにない場合について、具体的にお答えください。(前),アンケート後に訪れる予定の場所（施設やスポット名称、エリア）,上記名称リストにない場合について、具体的にお答えください。(後),会員ID,登録エリア,生まれ年,回答時の年齢,UA(UserAgent),回答月,回答エリア2,DMO,推奨項目
富山,2026/03/01 00:00:00,広島県,男,60代,,6: 無回答,,日帰り,,,,,,,,,,,,新幹線,0,0,1,0,0,0,0,"タクシー, 在来線・私鉄・路面電車",1,0,0,0,2,,３回目,,,"地元の美味しいものを食べる, 名所、旧跡、寺社仏閣の観光, 文化施設の見学・体験（美術館・博物館など）,",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"富山県観光公式サイト「とやま観光ナビ」, 富山県内市町村の観光公式サイト, 雑誌の特集記事",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,ある,石川県,,"10,000円以上 20,000円未満","10,000円以上 20,000円未満",使わない,,,"1,000円以上 3,000円未満","雨晴海岸, 高岡大仏,",回転寿司店（地元）,食べていない,"ブリ, フクラギ（イナダ、ハマチ）, シロエビ, 甘エビ","ブリ, シロエビ",5,3,4,4,4,,,趣があった,タクシーがなかなか無い。路線バスの便が少ない,白エビ唐揚げ,金屋町　,7,機会があれば行きたい,交通アクセスがもう少し改善すればよいが、不便なのもまた味わいでもあると思う,高岡市,,,,,,,,,,,,,,
富山,2026/03/01 00:00:00,大阪府,男,60代,,2: 300〜599万円,,2泊,富山県以外には宿泊しない,,2泊,,朝食のみ,,朝食のみ,,,,,"新幹線, 在来線",0,0,1,1,0,0,0,"レンタカー, 在来線・私鉄・路面電車",0,0,0,0,4,,７回目,,,"温泉や露天風呂, 地元の美味しいものを食べる, 名所、旧跡、寺社仏閣の観光, 買い物（工芸品・特産品など）, まちあるき、都市散策各種体験（手作り、果物狩りなど）, ドライブ・ツーリング, クルーズ・観光船を楽しむ",0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,"YOUTUBE, 富山県観光公式サイト「とやま観光ナビ」, 富山県内市町村の観光公式サイト, 富山県観光公式のパンフレット, 旅行ガイドブック",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,ある,石川県,,"10,000円以上 20,000円未満","20,000円以上 30,000円未満","10,000円以上 20,000円未満",,,"10,000円以上 20,000円未満","海王丸パーク, 黒部峡谷鉄道, 庄川峡遊覧船, 新湊大橋, 新湊きっときと市場, 高岡大仏",回転寿司店（地元）,食べていない,"ブリ, フクラギ（イナダ、ハマチ）, 紅ズワイガニ, シロエビ, ホタルイカ",ホタルイカ,2,4,4,5,4,,,"すし 1万オーバー、8,000円と2回食べたが、割高で 期待程ではなかった。 11月にも食べたときは美味しかったので今回も楽しみにしていたが期待程ではなかった。 観光 庄川峡遊覧船、黒部トロッコと温泉、新湊大橋歩行、海王パークからの眺めや内川巡り、いずれも満足。また体験したい。",回転すしが混雑して、かなりまった。1日は混雑のため、順番待ちも断られた。,ほたるいか,海王パークからの遊覧船と内川巡り,8,来年もまた行きたい,すし屋は今回も2回行ったが、価格を考慮すると満足度は並である。価格の見直しを希望する。,富山市,,,,,,,,,,,,,,
富山,2026/03/01 00:00:00,埼玉県,女,50代,,2: 300〜599万円,,1泊,富山県以外には宿泊しない,,1泊,,夕・朝２食付き,,,,,,,"在来線, 夜行バス",0,0,0,1,0,0,0,"タクシー, 在来線・私鉄・路面電車",1,0,0,0,4,,１０回目以上,,,"温泉や露天風呂, 自己成長のために、新しいこと・初めてのことを体験する",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"富山県観光公式サイト「とやま観光ナビ」, 富山県内市町村の観光公式サイト, 宿泊施設のウェブサイト, SNS広告, 口コミ（友人・恋人）",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,ない,,,"30,000円以上 40,000円未満","20,000円以上 30,000円未満","20,000円以上 30,000円未満",,,"3,000円以上 5,000円未満","庄川峡遊覧船, 富山市ガラス美術館",持ち帰り（道の駅・スーパーなど）,持ち帰り（道の駅・スーパーなど）,"ブリ, ホタルイカ","ブリ, ホタルイカ",5,5,5,5,5,,,美味しいものばかりでした。,特にありません。,押し寿司,大牧温泉,10,来年もまた行きたい,のんびりした旅行に、ちょうどいい,砺波市,,,,,,,,,,,,,,
富山,2026/03/01 00:00:00,愛知県,女,70代,,2: 300〜599万円,,1泊,富山県以外には宿泊しない,,1泊,,朝食のみ,,,,,,,バス,0,0,0,0,0,0,0,"在来線・私鉄・路面電車, 徒歩",0,0,1,0,5,,２回目,,,雪の立山連峰を見たかった。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"宿泊施設のウェブサイト, 旅行ガイドブック",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,ある,石川県,,"3,000円以上 5,000円未満","10,000円以上 20,000円未満","10,000円以上 20,000円未満",,,使わない,雨晴海岸,回転寿司店（地元）,食べていない,"ブリ, 甘エビ",シロエビ,5,5,5,5,4,,,富山は水質よく食べ物がおいしい。,早朝のバスで到着しましたが、営業している店が少ない。,お寿司,街歩き,10,機会があれば行きたい,新鮮な魚が食べたい。,富山市,,,,,,,,,,,,,,
富山,2026/03/01 00:00:00,石川県,男,60代,,2: 300〜599万円,,1泊,全国,,4泊以上,,夕・朝２食付き,,,,,,,自家用車,1,0,0,0,0,0,0,"自家用車, 在来線・私鉄・路面電車",0,0,0,0,3,,３回目,,,"宿でのんびり過ごす, 温泉や露天風呂",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"宿泊施設のウェブサイト, Web",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ない,,,"20,000円以上 30,000円未満","1,000円以上 3,000円未満","20,000円以上 30,000円未満",,,使わない,無し,食べていない,食べていない,ブリ,ブリ,4,4,3,3,3,,,普通,無し,ブリ,友,3,機会があれば行きたい,,氷見市,,,,,,,,,,,,,,
富山,2026/03/01 00:00:00,富山県,女,50代,,6: 無回答,,1泊,富山県以外には宿泊しない,,日帰り,,,,,,,,,県外から訪れていない（富山県在住）,0,0,0,0,0,0,0,"在来線・私鉄・路面電車, 路線バス",0,1,0,0,5,,１回目,,,"地元の美味しいものを食べる, スポーツ観戦や芸術鑑賞（コンサート等）",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"宿泊施設のウェブサイト, 富山県観光公式のパンフレット",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ない,,,"1,000円未満","1,000円以上 3,000円未満",使わない,,,使わない,"富山市ガラス美術館, 富山城, 富岩運河環水公園",回転寿司店（チェーン店）,食べていない,"ブリ, シロエビ, ホタルイカ, 牡蠣","ブリ, ホタルイカ, 牡蠣",5,5,5,5,5,,,気分転換になり、ストレス発散出来たから,,レストラン「リコモンテ」ランチ,富山ガラス美術館,10,富山県在住,観光スポットが増えて欲しい,富山市,,,,,,,,,,,,,,
富山,2026/03/01 00:00:00,富山県,女,50代,,4: 1000〜2000万円,,1泊,富山県以外には宿泊しない,,1泊,,夕・朝２食付き,,,,,,,県外から訪れていない（富山県在住）,0,0,0,0,0,0,0,自家用車,0,0,0,0,5,,１０回目以上,,,"宿でのんびり過ごす, 温泉や露天風呂",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"宿泊施設のウェブサイト, 宿泊予約Webサイト, 以前も訪れた",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ない,,,使わない,"1,000円以上 3,000円未満","10,000円以上 20,000円未満",,,使わない,富岩運河環水公園,回転寿司店（チェーン店）,食べていない,"ブリ, 甘エビ",甘エビ,5,5,3,3,5,,,温泉ね何回も入った,,マグロの刺身,,10,富山県在住,露天風呂と美味しい食事,富山市,,,,,,,,,,,,,,
富山,2026/03/01 00:00:00,石川県,女,50代,,1: 300万円未満,,日帰り,,,,,,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,5,,１０回目以上,,,"地元の美味しいものを食べる, まちあるき、都市散策各種体験（手作り、果物狩りなど）",0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"富山県観光公式サイト「とやま観光ナビ」, 富山県観光公式のパンフレット",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ない,,,"5,000円以上 10,000円未満","3,000円以上 5,000円未満",使わない,,,"1,000円未満",五箇山,食べていない,食べていない,"シロエビ, ホタルイカ","シロエビ, ホタルイカ",5,3,5,5,5,,,すごく過ごしやすかった。すべてが綺麗に行き届いてる。,なし,しろえびの天ぷら,道の駅たいらにも行ったのですがすごくよかった。作品に感動しました。次はゆっくり見に行きたい。,10,来年もまた行きたい,,南砺市,,,,,,,,,,,,,,
富山,2026/03/01 00:00:00,神奈川県,女,60代,,2: 300〜599万円,,1泊,富山県以外には宿泊しない,,1泊,,朝食のみ,,,,,,,レンタカー,0,1,0,0,0,0,0,レンタカー,0,0,0,0,4,,１０回目以上,,,地域の人と交流し、生活文化を体験する,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"宿泊施設のウェブサイト, 口コミ（同僚・同級生）",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ない,,,"30,000円以上 40,000円未満","3,000円以上 5,000円未満","5,000円以上 10,000円未満",,,"5,000円以上 10,000円未満",富山市ガラス美術館,回転寿司店（チェーン店）,食べていない,食べていない,食べていない,4,4,3,4,4,,,全て計画通りになり、トラブルが無かった。,特に無し,初めてではないので、今回は特に無し,初めてではないので、今回は特に無し,10,来年もまた行きたい,タイムズに掲載された観光地や立山連峰の辺りに行ってみたい。,富山市,,,,,,,,,,,,,,
富山,2026/03/01 00:00:00,富山県,男,50代,,4: 1000〜2000万円,,1泊,富山県以外には宿泊しない,,1泊,,朝食のみ,,,,,,,県外から訪れていない（富山県在住）,0,0,0,0,0,0,0,自家用車,0,0,0,0,2,,１０回目以上,,,出張など仕事関係,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"宿泊施設のウェブサイト, 口コミ（家族）",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ない,,,"5,000円以上 10,000円未満","5,000円以上 10,000円未満","3,000円以上 5,000円未満",,,使わない,富山城,食べていない,食べていない,ホタルイカ,どれにも感動していない,2,3,3,3,3,,,,,,,7,富山県在住,,高岡市,,,,,,,,,,,,,,
富山,2026/03/01 00:00:00,大阪府,女,50代,,2: 300〜599万円,,1泊,富山県以外には宿泊しない,,1泊,,朝食のみ,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,自家用車しか使っていない,,３回目,,,サッカー観戦,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"X（旧Twitter）, YOUTUBE, 富山県観光公式サイト「とやま観光ナビ」, 宿泊予約Webサイト, 口コミ（家族）",0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,ない,,,"1,000円未満","20,000円以上 30,000円未満","5,000円以上 10,000円未満",,,"3,000円以上 5,000円未満",氷見番屋街,食べていない,持ち帰り（道の駅・スーパーなど）,"紅ズワイガニ, シロエビ, ホタルイカ, 牡蠣","シロエビ, 牡蠣",5,4,4,5,5,,,サッカーの試合が面白かった,特になし,家族と美味しい食事ができたこと,サッカー観戦,10,来年もまた行きたい,色んなところで美味しい食事をする,高岡市,,,,,,,,,,,,,,
富山,2026/03/01 00:00:00,埼玉県,男,40代,,4: 1000〜2000万円,,2泊,富山県以外には宿泊しない,,2泊,,朝食のみ,,朝食のみ,,,,,新幹線,0,0,1,0,0,0,0,"路線バス, 徒歩",0,1,1,0,4,,１回目,,,出張など仕事関係,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"富山県観光公式サイト「とやま観光ナビ」, なし",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ない,,,"3,000円以上 5,000円未満","10,000円以上 20,000円未満","5,000円以上 10,000円未満",,,使わない,高岡大仏,食べていない,食べていない,食べていない,食べていない,4,4,3,4,4,,,,,,,9,機会があれば行きたい,,高岡市,,,,,,,,,,,,,,
富山,2026/03/01 00:00:00,岐阜県,女,20代,,2: 300〜599万円,,1泊,岐阜県,,,,夕・朝２食付き,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,5,,２回目,,,宿でのんびり過ごす,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"富山県観光公式サイト「とやま観光ナビ」, 口コミ（友人・恋人）",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,ある,北海道,,"1,000円以上 3,000円未満","5,000円以上 10,000円未満","10,000円以上 20,000円未満",,,"3,000円以上 5,000円未満",黒部ダム,専門店,専門店,フクラギ（イナダ、ハマチ）,フクラギ（イナダ、ハマチ）,5,5,5,5,5,,,,,,,10,来年もまた行きたい,,富山市,,,,,,,,,,,,,,
富山,2026/03/01 00:00:00,千葉県,女,40代,,3: 600〜1000万円,,1泊,富山県以外には宿泊しない,,1泊,,夕・朝２食付き,,,,,,,新幹線,0,0,1,0,0,0,0,在来線・私鉄・路面電車,0,0,0,0,5,,１回目,,,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Instagram, 旅行会社のパンフレット",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ない,,,"20,000円以上 30,000円未満","5,000円以上 10,000円未満","30,000円以上 40,000円未満",,,使わない,"新湊きっときと市場, ほたるいかミュージアム",食べていない,食べていない,"紅ズワイガニ, ホタルイカ",紅ズワイガニ,5,5,5,5,5,,,きれいなホテルで沢山の食事で大満足です。,大満足,かに,ホテル,10,来年もまた行きたい,海鮮,黒部市,,,,,,,,,,,,,,
富山,2026/03/01 00:00:00,兵庫県,男,60代,,1: 300万円未満,,1泊,富山県以外には宿泊しない,,1泊,,朝食のみ,,,,,,,自家用車,1,0,0,0,0,0,0,"自家用車, 徒歩",0,0,1,0,4,,１回目,,,"温泉や露天風呂, 地元の美味しいものを食べる, まちあるき、都市散策各種体験（手作り、果物狩りなど）, ドライブ・ツーリング",0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,"YOUTUBE, 富山県観光公式のパンフレット",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ない,,,"20,000円以上 30,000円未満","20,000円以上 30,000円未満","40,000円以上 50,000円未満",,,"1,000円未満",雨晴海岸,回転寿司店（チェーン店）,回転寿司店（チェーン店）,"ブリ, シロエビ, 甘エビ, ホタルイカ",ブリ,4,3,3,4,4,,,温泉,特になし,ブリ,雨晴海岸,8,機会があれば行きたい,安くて美味い、安くて美味い,氷見市,,,,,,,,,,,,,,
富山,2026/03/01 00:00:00,三重県,男,60代,,2: 300〜599万円,,1泊,富山県以外には宿泊しない,,1泊,,夕・朝２食付き,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,自家用車,,３回目,,,"宿でのんびり過ごす, 温泉や露天風呂, アウトドア（海水浴、釣り、登山など）, スキー・スノボ・マリンスポーツ",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Instagram, Facebook, 口コミ（友人・恋人）",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ない,,,"30,000円以上 40,000円未満","5,000円以上 10,000円未満","20,000円以上 30,000円未満",,,"5,000円以上 10,000円未満",五箇山,食べていない,食べていない,食べていない,食べていない,4,4,4,4,4,,,,,,,8,来年もまた行きたい,,南砺市,,,,,,,,,,,,,,
富山,2026/03/01 00:00:00,石川県,女,40代,,3: 600〜1000万円,,1泊,富山県以外には宿泊しない,,1泊,,夕・朝２食付き,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,3,,２回目,,,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる, 文化施設の見学・体験（美術館・博物館など）",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Instagram, 富山県観光公式サイト「とやま観光ナビ」, 富山県内市町村の観光公式サイト, 口コミ（家族）",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ない,,,"1,000円以上 3,000円未満","10,000円以上 20,000円未満","10,000円以上 20,000円未満",,,"3,000円以上 5,000円未満","富山県美術館, 富岩運河環水公園",食べていない,食べていない,"ブリ, 甘エビ",ブリ,5,5,5,5,5,,,ゆーとりあ越中の食事が本当においしかったです。食べきれないくらいの美食に心から満足しました！！！,,ごはん！,美術館,10,来年もまた行きたい,小学生でも楽しめる体験がもっと増えるとうれしいです,富山市,,,,,,,,,,,,,,
富山,2026/03/01 00:00:00,東京都,男,20代,,2: 300〜599万円,,1泊,富山県以外には宿泊しない,,1泊,,食事なし（素泊まり）,,,,,,,新幹線,0,0,1,0,0,0,0,"自家用車, 路線バス",0,1,0,0,5,,１回目,,,"温泉や露天風呂, 地元の美味しいものを食べる, 友人・親戚を訪ねる",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Instagram, 富山県観光公式サイト「とやま観光ナビ」,, 口コミ（友人・恋人）, 口コミ（同僚・同級生）",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,ない,,,"1,000円以上 3,000円未満","20,000円以上 30,000円未満","5,000円以上 10,000円未満",,,使わない,"宇奈月温泉, 富山県美術館, 富山市ガラス美術館",回転寿司店（地元）,持ち帰り（道の駅・スーパーなど）,"フクラギ（イナダ、ハマチ）, 紅ズワイガニ, シロエビ, 甘エビ, ホタルイカ, バイガイ","紅ズワイガニ, シロエビ",5,3,4,3,5,,,ご飯が美味しくて、海と山のどちらの景色も綺麗！金太郎温泉の浴場に入った時の迫力と硫黄の匂いが印象的！,帰りの新幹線に乗る前にます寿司を購入しようとしたが売り切れていた。,お寿司！,,8,機会があれば行きたい,路面電車での移動も容易で非常によかった！,魚津市,,,,,,,,,,,,,,
富山,2026/03/01 00:00:00,三重県,男,70代,,2: 300〜599万円,,1泊,岐阜県,,1泊,,夕・朝２食付き,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,3,,３回目,,,"スポーツ観戦や芸術鑑賞（コンサート等）, スキー・スノボ・マリンスポーツ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Facebook, 口コミ（友人・恋人）",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ない,,,"5,000円以上 10,000円未満","20,000円以上 30,000円未満","10,000円以上 20,000円未満",,,"3,000円以上 5,000円未満",五箇山,食べていない,食べていない,食べていない,食べていない,3,4,3,4,4,,,宿の応対がよかった。,スキーのワ－ルドカップを見に来たが、雨の中、待避、休憩場所が観客数に比べて全く足りない。,ない,たいらスキー場でスキーワ－ルドカップの観戦,7,機会があれば行きたい,海辺に泊まってみたい,南砺市,,,,,,,,,,,,,,
富山,2026/03/01 00:00:00,千葉県,女,60代,,3: 600〜1000万円,,1泊,富山県以外には宿泊しない,,1泊,,夕・朝２食付き,,,,,,,新幹線,0,0,1,0,0,0,0,"タクシー, 在来線・私鉄・路面電車",1,0,0,0,4,,１回目,,,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Instagram, 富山県内市町村の観光公式サイト, 宿泊施設のウェブサイト, 口コミ（友人・恋人）",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,ない,,,"50,000円以上 100,000円未満","3,000円以上 5,000円未満","40,000円以上 50,000円未満",,,使わない,富山市ガラス美術館,食べていない,食べていない,"ブリ, 紅ズワイガニ, シロエビ, バイガイ","紅ズワイガニ, シロエビ",5,5,3,3,4,,,,,,,8,機会があれば行きたい,,魚津市,,,,,,,,,,,,,,
富山,2026/03/01 00:00:00,千葉県,女,60代,,5: 2000万円以上,,1泊,富山県以外には宿泊しない,,1泊,,夕・朝２食付き,,,,,,,新幹線,0,0,1,0,0,0,0,タクシー,1,0,0,0,5,,３回目,,,"温泉や露天風呂, 地元の美味しいものを食べる",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Instagram, 富山県観光公式サイト「とやま観光ナビ」, 口コミ（友人・恋人）",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,ない,,,"50,000円以上 100,000円未満","20,000円以上 30,000円未満","40,000円以上 50,000円未満",,,"5,000円以上 10,000円未満",富山市ガラス美術館,食べていない,食べていない,"紅ズワイガニ, シロエビ, バイガイ","紅ズワイガニ, シロエビ",5,5,5,5,5,,,旅館が最高だった,なし,蟹,蟹,10,来年もまた行きたい,魚介類,魚津市,,,,,,,,,,,,,,
富山,2026/03/01 00:00:00,東京都,女,60代,,4: 1000〜2000万円,,1泊,富山県以外には宿泊しない,,富山県内には宿泊しない,,,,,,,,,新幹線,0,0,1,0,0,0,0,タクシー,1,0,0,0,5,,１回目,,,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる, 買い物（工芸品・特産品など）",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Instagram, 富山県観光公式サイト「とやま観光ナビ」, 宿泊予約Webサイト, 口コミ（友人・恋人）, 富山県観光公式のパンフレット, 旅行ガイドブック",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,ない,,,"5,000円以上 10,000円未満","3,000円以上 5,000円未満","40,000円以上 50,000円未満",,,"3,000円以上 5,000円未満","富山市ガラス美術館, 富岩運河環水公園",回転寿司店（地元）,食べていない,"ブリ, 紅ズワイガニ, シロエビ, ホタルイカ","ブリ, 紅ズワイガニ, シロエビ",5,5,5,5,5,,,とにかく美味しかったです。スタッフの方も親切でした。,特にありません,蟹をお腹一杯食べました,ガラス美術館,10,機会があれば行きたい,今のままの富山でいて下さい,魚津市,,,,,,,,,,,,,,
富山,2026/03/01 00:00:00,神奈川県,男,50代,,2: 300〜599万円,,1泊,富山県以外には宿泊しない,,1泊,,夕・朝２食付き,,,,,,,"新幹線, 旅行会社ツアーバス",0,0,1,0,0,1,0,在来線・私鉄・路面電車,0,0,0,0,3,,１回目,,,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"富山県観光公式サイト「とやま観光ナビ」, 宿泊施設のウェブサイト, 口コミ（友人・恋人）",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,ない,,,"1,000円以上 3,000円未満","5,000円以上 10,000円未満","20,000円以上 30,000円未満",,,"1,000円未満","岩瀬エリア, 富山市ガラス美術館",専門店,専門店,"ブリ, 紅ズワイガニ",紅ズワイガニ,4,4,3,4,4,,,,雪の情報がわからず、レンタカーできるかわからなかった,カニ,,7,機会があれば行きたい,,朝日町,,,,,,,,,,,,,,
富山,2026/03/01 00:00:00,東京都,女,60代,,4: 1000〜2000万円,,4泊以上,石川県,,2泊,,食事なし（素泊まり）,,食事なし（素泊まり）,,,,,飛行機,0,0,0,0,1,0,0,在来線・私鉄・路面電車,0,0,0,0,3,,４回目,,,"お祭りやイベントへの参加・見物, まちあるき、都市散策各種体験（手作り、果物狩りなど）",0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,"X（旧Twitter）, 富山県観光公式サイト「とやま観光ナビ」, 口コミ（友人・恋人）",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,ない,,,"3,000円以上 5,000円未満","10,000円以上 20,000円未満","20,000円以上 30,000円未満",,,使わない,"あさひ舟川「春の四重奏」, 雨晴海岸, 黒部峡谷鉄道, 黒部ダム, 富山市ガラス美術館",回転寿司店（地元）,持ち帰り（道の駅・スーパーなど）,"ブリ, 紅ズワイガニ, ホタルイカ",ブリ,4,4,3,4,4,,,食事が美味しい,電車の乗り方がいまいちわからない,ブリトロ握り,雨晴海岸,10,来年もまた行きたい,天気に依存するので、ちょっと残念な時もありますが、駅前でやってるお酒のイベントなど気に入ってます。,高岡市,,,,,,,,,,,,,,
富山,2026/03/01 00:00:00,青森県,男,50代,,3: 600〜1000万円,,1泊,富山県以外には宿泊しない,,1泊,,朝食のみ,,,,,,,新幹線,0,0,1,0,0,0,0,知人の送迎,0,0,0,0,3,,３回目,,,出張など仕事関係,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Instagram, 宿泊施設のウェブサイト, グーグルマップ, 富山県観光公式のパンフレット",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ない,,,使わない,"5,000円以上 10,000円未満","5,000円以上 10,000円未満",,,使わない,福光美術館,食べていない,食べていない,"ブリ, シロエビ, ホタルイカ",どれにも感動していない,3,3,3,3,3,,,,宿泊した福光にはコンビニが少なかった。,たい焼き,福光美術館,8,機会があれば行きたい,,南砺市,,,,,,,,,,,,,,
